Match Format,Team1 Name,Team2 Name,Match Venue (Stadium),Match Venue (Country),Toss Winner,Toss Winner Choice,Match Winner,Team1 Runs Scored,Team1 Wickets Fell,Team2 Runs Scored,Team2 Wickets Fell
ODI,Bangladesh,Zimbabwe,Harare Sports Club,Zimbabwe,Bangladesh,bat,Zimbabwe,183,10,185,7
ODI,Pakistan,India,Rawalpindi Cricket Stadium,Pakistan,Pakistan,bat,Pakistan,329,6,317,10
ODI,India,Pakistan,Arbab Niaz Stadium,Pakistan,Pakistan,bowl,Pakistan,244,9,247,6
ODI,Pakistan,India,Gaddafi Stadium,Pakistan,Pakistan,bat,India,293,9,294,5
ODI,India,Pakistan,Gaddafi Stadium,Pakistan,Pakistan,bowl,India,293,7,253,10
ODI,West Indies,England,Bourda,West Indies,England,bowl,England,156,5,157,8
ODI,Zimbabwe,Sri Lanka,Queens Sports Club,Zimbabwe,Sri Lanka,bowl,Sri Lanka,211,6,144,4
ODI,Zimbabwe,Sri Lanka,Queens Sports Club,Zimbabwe,Sri Lanka,bowl,Sri Lanka,136,10,139,1
ODI,West Indies,England,Queen's Park Oval,West Indies,West Indies,bat,0,57,2,0,0
ODI,Zimbabwe,Sri Lanka,Harare Sports Club,Zimbabwe,Sri Lanka,bowl,Sri Lanka,35,10,40,1
ODI,Sri Lanka,Zimbabwe,Harare Sports Club,Zimbabwe,Zimbabwe,bowl,Sri Lanka,223,9,151,10
ODI,Sri Lanka,Zimbabwe,Harare Sports Club,Zimbabwe,Sri Lanka,bat,Sri Lanka,246,7,221,9
ODI,England,West Indies,Beausejour Stadium,West Indies,West Indies,bowl,West Indies,281,8,284,5
ODI,England,West Indies,Beausejour Stadium,West Indies,West Indies,bowl,West Indies,280,8,282,6
ODI,West Indies,England,Kensington Oval,West Indies,England,bowl,England,261,6,262,5
ODI,Bangladesh,West Indies,Arnos Vale Ground,West Indies,West Indies,bowl,West Indies,144,8,145,9
ODI,West Indies,Bangladesh,Arnos Vale Ground,West Indies,Bangladesh,bowl,West Indies,124,7,101,8
ODI,Bangladesh,West Indies,National Cricket Stadium,West Indies,Bangladesh,bat,West Indies,118,7,119,3
ODI,Zimbabwe,Australia,Harare Sports Club,Zimbabwe,Zimbabwe,bat,Australia,205,9,207,3
ODI,Australia,Zimbabwe,Harare Sports Club,Zimbabwe,Zimbabwe,bowl,Australia,323,8,184,9
ODI,Zimbabwe,Australia,Harare Sports Club,Zimbabwe,Australia,bowl,Australia,196,10,199,2
ODI,West Indies,New Zealand,Edgbaston,England,New Zealand,bowl,0,122,4,97,2
ODI,England,West Indies,Trent Bridge,England,West Indies,bowl,West Indies,147,10,148,3
ODI,England,New Zealand,Riverside Ground,England,New Zealand,bowl,New Zealand,101,10,103,3
ODI,West Indies,England,Headingley,England,England,bowl,England,159,10,160,3
ODI,West Indies,New Zealand,Sophia Gardens,England,New Zealand,bowl,New Zealand,216,10,220,5
ODI,England,New Zealand,The Royal & Sun Alliance County Ground,England,New Zealand,bowl,New Zealand,237,7,241,4
ODI,England,West Indies,Lord's,England,West Indies,bowl,West Indies,285,7,286,3
ODI,New Zealand,West Indies,The Rose Bowl,England,West Indies,bowl,0,0,0,0,0
ODI,New Zealand,West Indies,Lord's,England,West Indies,bowl,New Zealand,266,10,159,10
ODI,Bangladesh,Hong Kong,Sinhalese Sports Club Ground,Sri Lanka,Hong Kong,bowl,Bangladesh,221,9,105,10
ODI,India,U.A.E.,Rangiri Dambulla International Stadium,Sri Lanka,India,bat,India,260,6,144,10
ODI,Pakistan,Bangladesh,Sinhalese Sports Club Ground,Sri Lanka,Pakistan,bat,Pakistan,257,6,181,10
ODI,Sri Lanka,U.A.E.,Rangiri Dambulla International Stadium,Sri Lanka,Sri Lanka,bat,Sri Lanka,239,10,123,10
ODI,Pakistan,Hong Kong,Sinhalese Sports Club Ground,Sri Lanka,Pakistan,bat,Pakistan,343,5,165,10
ODI,Sri Lanka,India,Rangiri Dambulla International Stadium,Sri Lanka,Sri Lanka,bat,Sri Lanka,282,4,270,8
ODI,Bangladesh,India,Sinhalese Sports Club Ground,Sri Lanka,India,bowl,India,177,10,178,2
ODI,Pakistan,Sri Lanka,R Premadasa Stadium,Sri Lanka,Pakistan,bat,Sri Lanka,122,10,123,3
ODI,Bangladesh,Sri Lanka,R Premadasa Stadium,Sri Lanka,Bangladesh,bat,Sri Lanka,190,9,191,0
ODI,Pakistan,India,R Premadasa Stadium,Sri Lanka,Pakistan,bat,Pakistan,300,9,241,8
ODI,India,Sri Lanka,R Premadasa Stadium,Sri Lanka,India,bat,India,271,6,267,9
ODI,Bangladesh,Pakistan,R Premadasa Stadium,Sri Lanka,Bangladesh,bat,Pakistan,166,10,167,4
ODI,Sri Lanka,India,R Premadasa Stadium,Sri Lanka,Sri Lanka,bat,Sri Lanka,228,9,203,9
ODI,South Africa,Sri Lanka,R Premadasa Stadium,Sri Lanka,South Africa,bat,Sri Lanka,263,9,265,7
ODI,Pakistan,India,VRA Ground,Netherlands,India,bowl,Pakistan,192,6,127,10
ODI,Sri Lanka,South Africa,R Premadasa Stadium,Sri Lanka,Sri Lanka,bat,Sri Lanka,213,9,176,10
ODI,Australia,India,VRA Ground,Netherlands,Australia,bat,0,175,7,0,0
ODI,South Africa,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,South Africa,bat,Sri Lanka,191,10,192,6
ODI,South Africa,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,Sri Lanka,bowl,Sri Lanka,235,7,236,3
ODI,Australia,Pakistan,VRA Ground,Netherlands,Australia,bat,Australia,192,7,175,10
ODI,Sri Lanka,South Africa,Sinhalese Sports Club Ground,Sri Lanka,South Africa,bowl,Sri Lanka,308,8,259,10
ODI,India,England,Trent Bridge,England,England,bowl,England,170,10,171,3
ODI,England,India,Kennington Oval,England,India,bowl,England,307,5,237,10
ODI,Australia,Pakistan,Lord's,England,Pakistan,bowl,Australia,269,6,259,10
ODI,India,England,Lord's,England,India,bat,India,204,10,181,10
ODI,England,Zimbabwe,Edgbaston,England,Zimbabwe,bowl,England,299,7,147,10
ODI,New Zealand,U.S.A.,Kennington Oval,England,U.S.A.,bowl,New Zealand,347,4,137,10
ODI,India,Kenya,The Rose Bowl,England,Kenya,bowl,India,290,4,192,7
ODI,Bangladesh,South Africa,Edgbaston,England,Bangladesh,bat,South Africa,93,10,94,1
ODI,U.S.A.,Australia,The Rose Bowl,England,Australia,bowl,Australia,65,10,66,1
ODI,Zimbabwe,Sri Lanka,Kennington Oval,England,Sri Lanka,bowl,Sri Lanka,191,10,195,6
ODI,Kenya,Pakistan,Edgbaston,England,Pakistan,bowl,Pakistan,94,10,95,3
ODI,West Indies,Bangladesh,The Rose Bowl,England,Bangladesh,bowl,West Indies,269,3,131,10
ODI,New Zealand,Australia,Kennington Oval,England,Australia,bowl,Australia,198,9,199,3
ODI,England,Sri Lanka,The Rose Bowl,England,Sri Lanka,bowl,England,251,7,95,5
ODI,South Africa,West Indies,Kennington Oval,England,West Indies,bowl,West Indies,246,6,249,5
ODI,India,Pakistan,Edgbaston,England,Pakistan,bowl,Pakistan,200,10,201,7
ODI,Australia,England,Edgbaston,England,England,bowl,England,259,9,262,4
ODI,Pakistan,West Indies,The Rose Bowl,England,Pakistan,bat,West Indies,131,10,132,3
ODI,England,West Indies,Kennington Oval,England,West Indies,bowl,West Indies,217,10,218,8
ODI,Pakistan,Zimbabwe,Multan Cricket Stadium,Pakistan,Pakistan,bat,Pakistan,292,7,148,10
ODI,Zimbabwe,Pakistan,Arbab Niaz Stadium,Pakistan,Pakistan,bowl,Pakistan,252,4,258,7
ODI,Sri Lanka,Pakistan,National Stadium,Pakistan,Sri Lanka,bat,Pakistan,232,9,233,2
ODI,Zimbabwe,Sri Lanka,Rawalpindi Cricket Stadium,Pakistan,Sri Lanka,bowl,Sri Lanka,104,10,108,3
ODI,Sri Lanka,Pakistan,Gaddafi Stadium,Pakistan,Pakistan,bowl,Pakistan,293,6,297,4
ODI,Sri Lanka,Pakistan,Gaddafi Stadium,Pakistan,Pakistan,bowl,Sri Lanka,287,7,168,10
ODI,New Zealand,Bangladesh,MA Aziz Stadium,Bangladesh,New Zealand,bat,New Zealand,224,10,86,10
ODI,Bangladesh,New Zealand,Bangabandhu National Stadium,Bangladesh,Bangladesh,bat,New Zealand,146,10,148,7
ODI,New Zealand,Bangladesh,Bangabandhu National Stadium,Bangladesh,New Zealand,bat,New Zealand,250,7,167,7
ODI,India,Pakistan,Eden Gardens,India,India,bat,Pakistan,292,6,293,4
ODI,Zimbabwe,England,Harare Sports Club,Zimbabwe,England,bowl,England,195,10,197,5
ODI,England,Zimbabwe,Harare Sports Club,Zimbabwe,England,bat,England,263,6,102,10
ODI,Zimbabwe,England,Queens Sports Club,Zimbabwe,Zimbabwe,bat,England,238,7,239,2
ODI,Australia,New Zealand,Docklands Stadium,Australia,New Zealand,bowl,New Zealand,246,9,247,6
ODI,England,Zimbabwe,Queens Sports Club,Zimbabwe,England,bat,England,261,6,187,10
ODI,Australia,New Zealand,Sydney Cricket Ground,Australia,Australia,bat,Australia,261,7,244,10
ODI,India,Bangladesh,MA Aziz Stadium,Bangladesh,Bangladesh,bowl,India,245,8,234,8
ODI,Sri Lanka,New Zealand,Eden Park,New Zealand,New Zealand,bowl,New Zealand,141,10,144,3
ODI,Bangladesh,India,Bangabandhu National Stadium,Bangladesh,Bangladesh,bat,Bangladesh,229,9,214,10
ODI,India,Bangladesh,Bangabandhu National Stadium,Bangladesh,India,bat,India,348,5,257,9
ODI,ICC World XI,Asia XI,Melbourne Cricket Ground,Australia,ICC World XI,bat,ICC World XI,344,8,232,10
ODI,Australia,West Indies,Melbourne Cricket Ground,Australia,Australia,bat,Australia,301,4,185,10
ODI,Pakistan,Australia,Bellerive Oval,Australia,Pakistan,bat,Australia,272,7,253,6
ODI,West Indies,Pakistan,Brisbane Cricket Ground,Australia,Pakistan,bowl,Pakistan,273,5,274,4
ODI,Zimbabwe,Bangladesh,Bangabandhu National Stadium,Bangladesh,Zimbabwe,bat,Zimbabwe,251,8,229,10
ODI,West Indies,Australia,Brisbane Cricket Ground,Australia,West Indies,bat,0,263,9,43,5
ODI,Pakistan,Australia,Sydney Cricket Ground,Australia,Australia,bowl,Australia,163,10,167,1
ODI,Zimbabwe,Bangladesh,MA Aziz Stadium,Bangladesh,Zimbabwe,bat,Zimbabwe,237,5,206,10
ODI,Bangladesh,Zimbabwe,MA Aziz Stadium,Bangladesh,Bangladesh,bat,Bangladesh,244,9,204,10
ODI,Australia,West Indies,Adelaide Oval,Australia,Australia,bat,Australia,269,8,196,10
ODI,West Indies,Pakistan,Adelaide Oval,Australia,Pakistan,bowl,West Indies,339,4,281,9
ODI,Bangladesh,Zimbabwe,Bangabandhu National Stadium,Bangladesh,Bangladesh,bat,Bangladesh,247,9,189,10
ODI,Australia,Pakistan,Western Australia Cricket Association Ground,Australia,Australia,bat,Pakistan,265,10,268,7
ODI,South Africa,England,New Wanderers Stadium,South Africa,England,bowl,England,175,9,103,3
ODI,Zimbabwe,Bangladesh,Bangabandhu National Stadium,Bangladesh,Zimbabwe,bat,Bangladesh,198,10,202,2
ODI,Pakistan,West Indies,Western Australia Cricket Association Ground,Australia,West Indies,bowl,Pakistan,307,8,277,10
ODI,England,South Africa,Goodyear Park,South Africa,South Africa,bowl,0,270,5,270,8
ODI,Australia,Pakistan,Melbourne Cricket Ground,Australia,Australia,bat,Australia,237,10,219,9
ODI,England,South Africa,St George's Park,South Africa,England,bat,South Africa,267,8,270,7
ODI,Australia,Pakistan,Sydney Cricket Ground,Australia,Australia,bat,Australia,239,9,208,10
ODI,South Africa,England,Newlands,South Africa,England,bowl,South Africa,291,5,183,10
ODI,South Africa,England,Buffalo Park,South Africa,South Africa,bat,South Africa,311,7,304,8
ODI,South Africa,England,Kingsmead,South Africa,South Africa,bat,0,211,10,7,2
ODI,England,South Africa,SuperSport Park,South Africa,South Africa,bowl,South Africa,240,10,241,7
ODI,Australia,New Zealand,Westpac Stadium,New Zealand,Australia,bat,Australia,236,7,226,10
ODI,Australia,New Zealand,Jade Stadium,New Zealand,New Zealand,bowl,Australia,314,6,208,10
ODI,South Africa,Zimbabwe,New Wanderers Stadium,South Africa,Zimbabwe,bowl,South Africa,301,7,136,10
ODI,Australia,New Zealand,Eden Park,New Zealand,Australia,bat,Australia,264,5,178,9
ODI,South Africa,Zimbabwe,Kingsmead,South Africa,Zimbabwe,bowl,South Africa,329,6,198,7
ODI,New Zealand,Australia,Basin Reserve,New Zealand,Australia,bowl,Australia,233,10,236,3
ODI,Zimbabwe,South Africa,St George's Park,South Africa,Zimbabwe,bat,South Africa,206,8,207,5
ODI,Australia,New Zealand,McLean Park,New Zealand,New Zealand,bowl,Australia,347,5,225,8
ODI,India,Pakistan,Nehru Stadium,India,India,bat,India,281,8,194,10
ODI,India,Pakistan,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,India,India,bat,India,356,9,298,10
ODI,Pakistan,India,Keenan Stadium,India,Pakistan,bat,Pakistan,319,9,213,10
ODI,India,Pakistan,Sardar Patel Stadium,India,India,bat,Pakistan,315,6,319,7
ODI,India,Pakistan,Green Park,India,India,bat,Pakistan,249,6,252,5
ODI,Pakistan,India,Feroz Shah Kotla,India,Pakistan,bat,Pakistan,303,8,144,10
ODI,West Indies,South Africa,Sabina Park,West Indies,West Indies,bat,South Africa,253,10,255,2
ODI,West Indies,South Africa,Sabina Park,West Indies,South Africa,bowl,South Africa,152,7,124,2
ODI,South Africa,West Indies,Kensington Oval,West Indies,West Indies,bowl,South Africa,284,6,283,10
ODI,West Indies,South Africa,Queen's Park Oval,West Indies,South Africa,bowl,South Africa,231,8,232,4
ODI,West Indies,South Africa,Queen's Park Oval,West Indies,South Africa,bowl,South Africa,138,7,141,3
ODI,Pakistan,West Indies,Arnos Vale Ground,West Indies,West Indies,bowl,Pakistan,192,10,133,10
ODI,Pakistan,West Indies,Beausejour Stadium,West Indies,Pakistan,bat,Pakistan,258,8,218,10
ODI,Pakistan,West Indies,Beausejour Stadium,West Indies,West Indies,bowl,Pakistan,303,6,281,10
ODI,Bangladesh,England,Kennington Oval,England,England,bowl,England,190,10,192,0
ODI,Australia,Bangladesh,Sophia Gardens,England,Australia,bat,Bangladesh,249,5,250,5
ODI,Australia,England,County Ground,England,Australia,bat,England,252,9,253,7
ODI,England,Bangladesh,Trent Bridge,England,England,bat,England,391,4,223,10
ODI,Australia,England,Riverside Ground,England,England,bowl,Australia,266,5,209,9
ODI,Bangladesh,Australia,Old Trafford,England,Australia,bowl,Australia,139,10,140,0
ODI,Bangladesh,England,Headingley,England,Bangladesh,bat,England,208,7,209,5
ODI,Australia,England,Edgbaston,England,Australia,bat,0,261,9,37,1
ODI,Bangladesh,Australia,St Lawrence Ground,England,Australia,bowl,Australia,250,8,254,4
ODI,Australia,England,Lord's,England,England,bowl,0,196,10,196,9
ODI,Australia,England,Headingley,England,England,bowl,England,219,7,221,1
ODI,England,Australia,Lord's,England,Australia,bowl,Australia,223,8,224,3
ODI,England,Australia,Kennington Oval,England,Australia,bowl,Australia,228,7,229,2
ODI,India,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,India,bat,Sri Lanka,205,9,209,7
ODI,West Indies,India,Rangiri Dambulla International Stadium,Sri Lanka,West Indies,bat,India,178,10,180,4
ODI,Sri Lanka,West Indies,Rangiri Dambulla International Stadium,Sri Lanka,Sri Lanka,bat,Sri Lanka,241,6,191,10
ODI,India,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,India,bat,Sri Lanka,220,8,221,6
ODI,West Indies,Sri Lanka,R Premadasa Stadium,Sri Lanka,West Indies,bat,West Indies,226,7,193,10
ODI,India,West Indies,R Premadasa Stadium,Sri Lanka,India,bat,India,262,4,255,9
ODI,Sri Lanka,India,R Premadasa Stadium,Sri Lanka,Sri Lanka,bat,Sri Lanka,281,9,263,9
ODI,Africa XI,Asia XI,SuperSport Park,South Africa,Asia XI,bowl,Africa XI,198,10,196,10
ODI,Asia XI,Africa XI,Kingsmead,South Africa,Asia XI,bat,Asia XI,267,7,250,10
ODI,Africa XI,Asia XI,Kingsmead,South Africa,Africa XI,bat,0,106,10,8,2
ODI,New Zealand,Zimbabwe,Queens Sports Club,Zimbabwe,Zimbabwe,bowl,New Zealand,397,5,205,10
ODI,New Zealand,India,Queens Sports Club,Zimbabwe,New Zealand,bat,New Zealand,215,10,164,10
ODI,India,Zimbabwe,Harare Sports Club,Zimbabwe,Zimbabwe,bowl,India,226,6,65,10
ODI,Sri Lanka,Bangladesh,Sinhalese Sports Club Ground,Sri Lanka,Bangladesh,bowl,Sri Lanka,269,9,181,9
ODI,New Zealand,Zimbabwe,Harare Sports Club,Zimbabwe,New Zealand,bat,New Zealand,238,10,211,10
ODI,Sri Lanka,Bangladesh,R Premadasa Stadium,Sri Lanka,Bangladesh,bowl,Sri Lanka,295,5,220,6
ODI,New Zealand,India,Harare Sports Club,Zimbabwe,New Zealand,bat,India,278,9,279,4
ODI,Bangladesh,Sri Lanka,R Premadasa Stadium,Sri Lanka,Sri Lanka,bowl,Sri Lanka,108,10,106,4
ODI,Zimbabwe,India,Harare Sports Club,Zimbabwe,India,bowl,India,250,10,255,6
ODI,India,New Zealand,Harare Sports Club,Zimbabwe,India,bat,New Zealand,276,10,278,4
ODI,Australia,ICC World XI,Docklands Stadium,Australia,Australia,bat,Australia,255,8,162,10
ODI,Australia,ICC World XI,Docklands Stadium,Australia,Australia,bat,Australia,328,4,273,10
ODI,Australia,ICC World XI,Docklands Stadium,Australia,Australia,bat,Australia,293,5,137,10
ODI,New Zealand,South Africa,Goodyear Park,South Africa,New Zealand,bat,South Africa,249,8,250,8
ODI,India,Sri Lanka,Vidarbha Cricket Association Ground,India,India,bat,India,350,6,198,10
ODI,Sri Lanka,India,Punjab Cricket Association Stadium,India,India,bowl,India,122,10,123,2
ODI,South Africa,New Zealand,Newlands,South Africa,South Africa,bat,South Africa,201,9,182,10
ODI,New Zealand,South Africa,St George's Park,South Africa,South Africa,bowl,South Africa,243,9,245,6
ODI,Sri Lanka,India,Sawai Mansingh Stadium,India,Sri Lanka,bat,India,298,4,303,4
ODI,Sri Lanka,India,Nehru Stadium,India,India,bowl,India,261,10,262,6
ODI,South Africa,New Zealand,Kingsmead,South Africa,South Africa,bat,0,79,2,0,0
ODI,New Zealand,South Africa,SuperSport Park,South Africa,South Africa,bowl,South Africa,215,10,140,5
ODI,India,Sri Lanka,Sardar Patel Stadium,India,Sri Lanka,bowl,Sri Lanka,285,8,286,5
ODI,Sri Lanka,India,Madhavrao Scindia Cricket Ground,India,India,bowl,India,196,10,197,3
ODI,Sri Lanka,India,Indian Petrochemicals Corporation Limited Sports Complex Ground,India,Sri Lanka,bat,India,244,9,245,5
ODI,India,South Africa,Rajiv Gandhi International Stadium,India,South Africa,bowl,South Africa,249,9,252,5
ODI,South Africa,India,M Chinnaswamy Stadium,India,India,bowl,India,169,9,171,4
ODI,India,South Africa,Eden Gardens,India,South Africa,bowl,South Africa,188,10,189,0
ODI,South Africa,India,Wankhede Stadium,India,India,bowl,India,221,6,224,5
ODI,Australia,New Zealand,Eden Park,New Zealand,New Zealand,bowl,Australia,252,8,105,10
ODI,Australia,New Zealand,Westpac Stadium,New Zealand,Australia,bat,Australia,322,5,320,10
ODI,Australia,New Zealand,Jade Stadium,New Zealand,New Zealand,bowl,New Zealand,331,7,332,8
ODI,England,Pakistan,Gaddafi Stadium,Pakistan,England,bat,England,327,4,285,10
ODI,England,Pakistan,Gaddafi Stadium,Pakistan,England,bat,Pakistan,230,10,231,3
ODI,Pakistan,England,National Stadium,Pakistan,England,bowl,Pakistan,353,6,188,10
ODI,Pakistan,England,Rawalpindi Cricket Stadium,Pakistan,Pakistan,bat,Pakistan,210,10,197,10
ODI,England,Pakistan,Rawalpindi Cricket Stadium,Pakistan,England,bat,England,206,9,200,9
ODI,Sri Lanka,New Zealand,Queenstown Events Centre,New Zealand,New Zealand,bowl,New Zealand,164,10,166,3
ODI,Sri Lanka,New Zealand,Jade Stadium,New Zealand,New Zealand,bowl,New Zealand,255,7,256,5
ODI,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,New Zealand,bat,New Zealand,224,9,203,10
ODI,Sri Lanka,New Zealand,McLean Park,New Zealand,Sri Lanka,bat,Sri Lanka,273,6,253,10
ODI,Australia,Sri Lanka,Docklands Stadium,Australia,Sri Lanka,bowl,Australia,318,5,202,7
ODI,Australia,South Africa,Brisbane Cricket Ground,Australia,Australia,bat,South Africa,228,10,231,5
ODI,Sri Lanka,South Africa,Brisbane Cricket Ground,Australia,South Africa,bowl,Sri Lanka,282,6,188,10
ODI,Australia,South Africa,Docklands Stadium,Australia,Australia,bat,Australia,245,10,186,10
ODI,Sri Lanka,Australia,Sydney Cricket Ground,Australia,Sri Lanka,bat,Sri Lanka,309,7,258,10
ODI,South Africa,Sri Lanka,Adelaide Oval,Australia,South Africa,bat,South Africa,263,5,254,8
ODI,Sri Lanka,Australia,Adelaide Oval,Australia,Sri Lanka,bat,Australia,218,8,219,5
ODI,Sri Lanka,Australia,Western Australia Cricket Association Ground,Australia,Sri Lanka,bat,Australia,233,8,237,4
ODI,Sri Lanka,South Africa,Western Australia Cricket Association Ground,Australia,Sri Lanka,bat,South Africa,221,10,224,5
ODI,Australia,South Africa,Docklands Stadium,Australia,Australia,bat,Australia,281,7,201,9
ODI,Australia,South Africa,Sydney Cricket Ground,Australia,Australia,bat,Australia,344,6,287,6
ODI,India,Pakistan,Arbab Niaz Stadium,Pakistan,Pakistan,bowl,Pakistan,328,10,311,7
ODI,Sri Lanka,South Africa,Bellerive Oval,Australia,Sri Lanka,bat,Sri Lanka,257,9,181,10
ODI,Sri Lanka,Australia,Adelaide Oval,Australia,Sri Lanka,bat,Sri Lanka,274,8,252,10
ODI,Pakistan,India,Rawalpindi Cricket Stadium,Pakistan,Pakistan,bat,India,265,10,266,3
ODI,Australia,Sri Lanka,Sydney Cricket Ground,Australia,Australia,bat,Australia,368,5,201,10
ODI,Pakistan,India,Gaddafi Stadium,Pakistan,India,bowl,India,288,8,292,5
ODI,Sri Lanka,Australia,Brisbane Cricket Ground,Australia,Sri Lanka,bat,Australia,266,9,267,1
ODI,Pakistan,India,Multan Cricket Stadium,Pakistan,India,bowl,India,161,10,162,5
ODI,New Zealand,West Indies,Westpac Stadium,New Zealand,New Zealand,bat,New Zealand,288,9,207,10
ODI,Pakistan,India,National Stadium,Pakistan,India,bowl,India,286,8,287,2
ODI,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,Bangladesh,bat,Sri Lanka,118,10,119,5
ODI,West Indies,New Zealand,Queenstown Events Centre,New Zealand,New Zealand,bowl,New Zealand,200,9,204,7
ODI,Sri Lanka,Bangladesh,Shaheed Chandu Stadium,Bangladesh,Bangladesh,bowl,Bangladesh,212,10,213,6
ODI,New Zealand,West Indies,Jade Stadium,New Zealand,New Zealand,bat,New Zealand,276,6,255,10
ODI,Sri Lanka,Bangladesh,Chittagong Divisional Stadium,Bangladesh,Bangladesh,bowl,Sri Lanka,309,7,231,9
ODI,Kenya,Zimbabwe,Queens Sports Club,Zimbabwe,Kenya,bat,Zimbabwe,227,9,231,2
ODI,Kenya,Zimbabwe,Queens Sports Club,Zimbabwe,Zimbabwe,bowl,Kenya,284,7,205,10
ODI,Australia,South Africa,SuperSport Park,South Africa,Australia,bat,South Africa,229,8,207,4
ODI,New Zealand,West Indies,McLean Park,New Zealand,West Indies,bowl,New Zealand,324,6,233,8
ODI,Kenya,Zimbabwe,Harare Sports Club,Zimbabwe,Kenya,bat,Kenya,134,10,69,10
ODI,Zimbabwe,Kenya,Harare Sports Club,Zimbabwe,Zimbabwe,bat,Zimbabwe,231,9,122,10
ODI,South Africa,Australia,Newlands,South Africa,South Africa,bat,South Africa,289,7,93,10
ODI,New Zealand,West Indies,Eden Park,New Zealand,New Zealand,bat,West Indies,233,10,234,7
ODI,Australia,South Africa,St George's Park,South Africa,South Africa,bowl,Australia,254,6,230,10
ODI,South Africa,Australia,Kingsmead,South Africa,South Africa,bat,Australia,246,9,247,9
ODI,Australia,South Africa,New Wanderers Stadium,South Africa,Australia,bat,South Africa,434,4,438,9
ODI,Bangladesh,Kenya,Shaheed Chandu Stadium,Bangladesh,Bangladesh,bat,Bangladesh,301,7,170,10
ODI,Pakistan,Sri Lanka,R Premadasa Stadium,Sri Lanka,Sri Lanka,bowl,0,201,8,0,0
ODI,Sri Lanka,Pakistan,R Premadasa Stadium,Sri Lanka,Pakistan,bowl,Pakistan,130,10,134,6
ODI,Kenya,Bangladesh,Khulna Divisional Stadium,Bangladesh,Kenya,bat,Bangladesh,161,10,162,1
ODI,Sri Lanka,Pakistan,Sinhalese Sports Club Ground,Sri Lanka,Pakistan,bowl,Pakistan,224,10,229,6
ODI,Bangladesh,Kenya,Narayanganj Osmani Stadium,Bangladesh,Bangladesh,bat,Bangladesh,231,10,211,10
ODI,Kenya,Bangladesh,Narayanganj Osmani Stadium,Bangladesh,Kenya,bat,Bangladesh,232,9,237,3
ODI,England,India,Nahar Singh Stadium,India,England,bat,India,226,10,230,6
ODI,India,England,Nehru Stadium,India,India,bat,India,294,6,245,10
ODI,England,India,Nehru Stadium,India,England,bat,India,237,10,238,6
ODI,India,England,Keenan Stadium,India,India,bat,England,223,10,227,5
ODI,England,India,Maharani Usharaje Trust Cricket Ground,India,India,bowl,India,288,10,289,3
ODI,India,Pakistan,Sheikh Zayed Stadium,United Arab Emirates,India,bat,Pakistan,197,10,201,4
ODI,India,Pakistan,Sheikh Zayed Stadium,United Arab Emirates,India,bat,India,269,5,218,10
ODI,Bangladesh,Australia,Chittagong Divisional Stadium,Bangladesh,Bangladesh,bat,Australia,195,10,196,6
ODI,Australia,Bangladesh,Narayanganj Osmani Stadium,Bangladesh,Australia,bat,Australia,250,5,183,10
ODI,Bangladesh,Australia,Narayanganj Osmani Stadium,Bangladesh,Bangladesh,bat,Australia,124,10,127,1
ODI,Zimbabwe,West Indies,Antigua Recreation Ground,West Indies,West Indies,bowl,West Indies,151,9,154,5
ODI,West Indies,Zimbabwe,Antigua Recreation Ground,West Indies,West Indies,bat,West Indies,242,9,144,10
ODI,West Indies,Zimbabwe,Bourda,West Indies,West Indies,bat,West Indies,333,6,251,7
ODI,Zimbabwe,West Indies,Beausejour Stadium,West Indies,Zimbabwe,bat,West Indies,152,10,156,0
ODI,West Indies,Zimbabwe,Queen's Park Oval,West Indies,West Indies,bat,0,263,6,72,2
ODI,West Indies,Zimbabwe,Queen's Park Oval,West Indies,West Indies,bat,West Indies,266,8,162,10
ODI,Zimbabwe,Canada,Queen's Park Oval,West Indies,Zimbabwe,bat,Zimbabwe,218,8,75,10
ODI,Canada,Bermuda,Queen's Park Oval,West Indies,Bermuda,bowl,Bermuda,157,9,153,7
ODI,Zimbabwe,Bermuda,Queen's Park Oval,West Indies,Bermuda,bowl,Zimbabwe,338,7,144,7
ODI,West Indies,India,Sabina Park,West Indies,India,bowl,India,251,6,254,5
ODI,Zimbabwe,Bermuda,Queen's Park Oval,West Indies,Zimbabwe,bat,Zimbabwe,259,7,176,10
ODI,West Indies,India,Sabina Park,West Indies,India,bowl,West Indies,198,9,197,10
ODI,India,West Indies,Warner Park,West Indies,India,bat,West Indies,245,9,248,6
ODI,India,West Indies,Queen's Park Oval,West Indies,West Indies,bowl,West Indies,217,7,218,4
ODI,West Indies,India,Queen's Park Oval,West Indies,India,bowl,West Indies,255,6,236,10
ODI,England,Ireland,Civil Service Cricket Club,Ireland,England,bat,England,301,7,263,9
ODI,Sri Lanka,England,Lord's,England,England,bowl,Sri Lanka,257,9,237,9
